id,title,vendor,doc_number,revision,revision_date,category,url,archive_url,license,redistributable,license_basis,local_path,sha256,verified_level,verified_date,notes
abb-1sdh002039a1002-rev-a-ecn000093027,SACE Tmax XT Tmax low voltage moulded case circuit breakers XT5 Operation and maintenance manual for Ekip Touch Trip Units,ABB,1SDH002039A1002,Rev. A (ECN000093027),2019-01-24,power-distribution,https://library.e.abb.com/public/aeab158614004a71a73caa764e449ebc/1SDH002039A1002.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Operation and maintenance manual for ABB's XT5 molded case breaker with the Ekip Touch trip unit, the touchscreen protection relay ABB puts on its larger MCCBs. A field tech wants this for the trip curve setup screens and the maintenance test procedure, not just the installation drawing that most catalogs give you."
siemens-2012-edition,Air Circuit Breakers Configuration Manual SENTRON,Siemens,n/a,2012 edition,,power-distribution,https://assets.new.siemens.com/siemens/assets/api/uuid:e8476624-859f-467d-8db1-4e0c03562787/tech-kata-sentron-3wl-en.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Configuration manual for the SENTRON 3WL air circuit breaker line, the withdrawable low voltage power breaker Siemens puts in switchgear line ups up to 6300 A. A field tech uses this for the accessory and communication module selection tables since the breaker ships in dozens of trip unit and accessory combinations that are not obvious from the nameplate. No printed document number found on the cover, only the 2012 edition mark, so treat the date loosely."
vertiv-sl-70548,"Liebert GXT5 UPS Installer/User Guide 208 V Input, 208 V Output, L1-L2-G (HV)",Vertiv,SL-70548,n/a,2024-04-16,power-distribution,https://www.vertiv.com/490884/globalassets/products/critical-power/uninterruptible-power-supplies-ups/liebert-gxt5-installeruser-guide-208v-in-208v-out.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Install and operate guide for the Liebert GXT5, the online double conversion UPS Vertiv puts in server rooms and small data center power chains. A field tech wants this for the battery replacement procedure and the front panel alarm code list, both of which are missing from the spec sheet."
apc-by-schneider-electric-spd-mpod-9jxd4f-en,Symmetra PX 10-40 kW and 20 kW 208 V Operation,APC by Schneider Electric,SPD_MPOD-9JXD4F_EN,n/a,2016-10-01,power-distribution,https://download.schneider-electric.com/files?p_Doc_Ref=SPD_MPOD-9JXD4F_EN&p_enDocType=User+guide&p_File_Name=MPOD-9JXD4F_R2_EN.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Operation manual for the Symmetra PX modular scalable UPS, a common three phase UPS in mid size data centers because power modules and batteries hot swap without a shutdown. A field tech opens this for the LED and display alarm meaning table and the module swap sequence, since doing it out of order can drop the load."
asco-power-technologies-381333-270-d-d,ASCO 4000 SERIES ATS Automatic Open-Transition Transfer Switches Operator's Manual,ASCO Power Technologies,381333-270 D,D,2018-08-01,power-distribution,https://download.schneider-electric.com/files?p_Doc_Ref=ASC-TS-UM-4000ATS&p_enDocType=User+guide&p_File_Name=381333-270D.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Operator's manual for ASCO's 4000 series automatic transfer switch across the D, J, H, G, and F frame sizes, the workhorse open transition ATS behind a lot of standby generator installs. A field tech uses this for the transfer logic timing settings and the exerciser clock programming steps."
mersen-medium-voltage-fuses,"Medium Voltage Fuses, Various Types, Different Configurations, Many Ratings, One Solution",Mersen,n/a,n/a,2024-12-11,power-distribution,https://www.mersen.com/sites/default/files/medias/files/2024-12/MV-Medium-Voltage-Mersen-EN.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Full line catalog for Mersen medium voltage fuses covering transformer, motor, and capacitor protection in the Amp-Trap and 9F60/9F62 families. A field tech uses this to cross reference an E-rated or R-rated fuse by physical dimension and interrupting rating when the original nameplate is gone. This is a catalog, not an installation manual, so it will not have torque specs."
cummins-6317704,PowerCommand Transfer Switches Brochure,Cummins,6317704,n/a,2025-01-21,power-distribution,https://mart.cummins.com/imagelibrary/data/assetfiles/0070965.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"This is a sales brochure across the whole Cummins PowerCommand ATS family (X series, B series, RA, RSS) not a service manual, and it will not have wiring diagrams or torque values. Still useful for a field tech trying to identify which model family a switch belongs to from the enclosure and door layout before pulling the specific O and M manual, which Cummins gates behind their Power Suite Library login."
cummins-a058e477-issue-1-issue-1,"T-037: PowerCommand Control Application Manual, ANSI Protective Functions",Cummins,A058E477 (Issue 1),Issue 1,2017-11-01,power-distribution,https://www.cummins.com/sites/default/files/2024-08/t037-PowerCommand-control-application-manual.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"This is the document a field tech actually wants for PowerCommand gear: it lists every ANSI device number protective function the PowerCommand control can run (27, 32, 40, 46, 47, 50/51, 59, 81 and so on) and how each one is set up. Useful across the generator and transfer switch product lines that share the PowerCommand control platform, not just one ATS model."
russelectric-siemens-rsom-rts30na-0125,Operation and Maintenance Manual Type RTS30NA Non-automatic Transfer Switches,Russelectric (Siemens),RSOM-RTS30NA-0125,n/a,2025-01-01,power-distribution,https://cache.industry.siemens.com/dl/files/360/109983360/att_1316311/v1/RUS_OM_RTS30NA.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"O and M manual for Russelectric's 30 cycle rated non automatic bypass isolation transfer switch, common in hospital and data center emergency systems where the switch has to carry full fault current through a full transfer cycle without derating. A field tech wants this for the bypass handle interlock sequence, which is easy to get wrong and is the whole safety point of this switch type. Russelectric is now a Siemens brand so the document lives on Siemens infrastructure."
square-d-schneider-electric-80043-309-20-rev-10,"I-Line Circuit Breaker Power Distribution Panelboards Information Manual, Class 2110, Instruction Bulletin",Square D (Schneider Electric),80043-309-20,Rev. 10,2026-07-02,power-distribution,https://download.schneider-electric.com/files?p_Doc_Ref=80043-309-20&p_enDocType=Instruction+sheet&p_File_Name=80043-309-20.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Installation and information manual for Square D I-Line panelboards, the bolt on plug in breaker panelboard system found in most commercial and light industrial gear rooms. A field tech uses this for the breaker plug in torque values and the busbar phase sequence, since installing a breaker on the wrong stab position on I-Line gear is a real and common mistake."
schneider-electric-7en02-0390-10-10,PowerLogic ION9000 series User manual,Schneider Electric,7EN02-0390-10,10,2026-03-01,power-distribution,https://download.schneider-electric.com/files?p_Doc_Ref=7EN02-0390&p_enDocType=User+guide&p_File_Name=PowerLogic+ION9000+series+-+User+manual+-+7EN02-0390-10.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"User manual for the ION9000, the high accuracy power quality meter Schneider sells for utility revenue metering and data center power monitoring at the switchgear level. A field tech opens this for the CT and PT wiring diagrams and the Modbus register map when integrating the meter into a building power monitoring system."
square-d-schneider-electric-s1b33894,"QO and Homeline Load Centers, Instruction Bulletin",Square D (Schneider Electric),S1B33894,n/a,2023-10-01,power-distribution,https://download.schneider-electric.com/files?p_Doc_Ref=S1B33894&p_enDocType=Instruction+sheet&p_File_Name=S1B33894.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Installation instructions for the QO and Homeline residential and light commercial load centers, the small panelboard everyone has in a house or a strip mall unit. A field tech uses this for the conduit hub and ground bar kit compatibility table, and for the tandem breaker slot restrictions that vary by panel model."
square-d-schneider-electric-45123-961-01-rev-02,"I-Line II Indoor Busway, Instruction Bulletin",Square D (Schneider Electric),45123-961-01,Rev. 02,2020-04-01,power-distribution,https://download.schneider-electric.com/files?p_Doc_Ref=45123-961-01&p_enDocType=User+guide&p_File_Name=45123-961-01.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Handling, storage, and installation instructions for I-Line II busway, the plug in bus duct that runs power from switchgear to panelboards through a mechanical room or riser. A field tech uses this for the hanger spacing table and the joint bolt torque values, both of which affect the busway's short circuit withstand rating if done wrong."
square-d-schneider-electric-43006-850-01,"Dry-Type Transformers 1000 Volts and Below, Instruction Bulletin, Class 7400",Square D (Schneider Electric),43006-850-01,n/a,2025-01-01,power-distribution,https://download.schneider-electric.com/files?p_Doc_Ref=43006-850-01&p_enDocType=User+guide&p_File_Name=43006-850-01.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Installation and operation guide for Square D low voltage dry type transformers, the step down transformer feeding most 208/120 or 480/277 panels in a commercial building. A field tech opens this for the tap changer setting table and clearance requirements, since dry type transformers need airflow clearance that is easy to shortcut in a tight electrical room."
abb-1tqc1930e0002-rev-g-475a667aap008-rev-007,"Dry Type General Purpose Power Transformers, Installation Guide",ABB,1TQC1930E0002,Rev. G (475A667AAP008 Rev. 007),2022-12-19,power-distribution,https://library.e.abb.com/public/5e9f0a75c8ca469cbcb4b0fbe55aa188/LV+Dry+Type+Transformers+150-750+kVA+Installation+Guide+1TQC1930E0002+475A667AAP009+Rev.7+December+2022.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Installation guide for ABB's 150 to 750 kVA low voltage dry type transformers, the ABB counterpart to the Square D dry type bulletin above, useful for comparing tap and clearance specs across the two vendors on the same job. A field tech uses this for the lifting and rigging weight table before a crane pick."
modbus-organization-inc-mb-tcp-security-v36-2021-07-30-v36,MODBUS/TCP Security Protocol Specification,"Modbus Organization, Inc.",MB-TCP-Security-v36_2021-07-30,v36,2021-07-30,protocols,https://www.modbus.org/file/secure/modbussecurityprotocol.pdf,,"unknown (modbus.org site terms say free to download, not clearly free to republish)",no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Defines how to wrap Modbus in TLS 1.2 or better using x.509v3 client and server certificates on TCP port 802, because plain Modbus TCP on port 502 has no authentication at all. Worth reading before anyone on a job calls a device Modbus Secure, since almost nothing encountered in the field actually runs this yet and nearly all live Modbus TCP traffic is still cleartext."
modbus-organization-inc-version-3-0,Conformance Test Specification for Modbus TCP,"Modbus Organization, Inc.",n/a,Version 3.0,2009-12-15,protocols,http://www.modbus.org/docs/MBConformanceTestSpec_v3.0.pdf,https://web.archive.org/web/20250313004744/https://modbus.org/docs/MBConformanceTestSpec_v3.0.pdf,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"What modbus.org's own conformance testing actually checks. Deleted from modbus.org, so the canonical is dead and the row rides on its snapshot."
university-of-michigan-modbus-tcp-conformance-test-laboratory-version-2-0,Conformance Test Policy for the Modbus/TCP Conformance Test Laboratory,University of Michigan Modbus/TCP Conformance Test Laboratory,n/a,Version 2.0,2002-08-16,protocols,https://web.eecs.umich.edu/~modbus/documents/Conformance_Test_Policy_2_0.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Written by the university lab that used to run third party Modbus/TCP conformance testing for control.com, this explains what a conformance certificate actually verifies and does not verify. It is dated 2002 and the lab is not the only or current test path, so treat it as background on what conformance testing means rather than a current program document."
moxa-inc-version-6-2,Industrial Protocols User's Guide,Moxa Inc.,n/a,Version 6.2,,protocols,https://www.moxa.com/getmedia/048873ee-468f-4e61-80c6-dfd7eabc44d7/moxa-industrial-protocols-users-guide-v6.2.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"A practical vendor guide covering Modbus RTU and Modbus TCP addressing, function codes, and how Moxa's own serial to Ethernet gateways and managed switches translate one to the other, which is exactly the walkthrough a tech configuring an NPort or MGate device against a Modbus master actually needs. Moxa has since published newer editions (v6.5 and a separate v2.1 for its SDS switch line); this v6.2 copy is the one confirmed live directly on Moxa's own domain, so it is the version cataloged here. Dated April 2021 on the document itself, which is why revision_date is empty: the document gives a month, not a day, and a guessed day is a fact nobody wrote."
automationdirect-t1k-modbus-m-chapter-3,MODBUS RTU Functions and Addressing Modes,AutomationDirect,"T1K-MODBUS-M, Chapter 3",n/a,,protocols,https://cdn.automationdirect.com/static/manuals/t1kmodbusm/ch3.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"A short, concrete chapter on how the T1K MODBUS M master maps function codes and register addresses against 584/984 style Modbus devices and DirectLogic PLCs, including the classic 40001 style addressing offset that trips people up when matching a device's register map to a Modbus read or write command."
cisa-cybersecurity-and-infrastructure-security-agency-icsa-17-101-01,Schneider Electric Modicon Modbus Protocol,CISA (Cybersecurity and Infrastructure Security Agency),ICSA-17-101-01,n/a,,protocols,https://www.cisa.gov/news-events/ics-advisories/icsa-17-101-01,,"US government work, public domain in the US",yes,STATUTE,,,LOCATED ONLY,2026-07-15,"A specific, dated advisory on the Modicon Modbus protocol itself (not just one product): it documents that sensitive data and commands like run, stop, upload, and download travel in cleartext and can be captured and replayed (CVE 2017 6034, CVSS 10.0), plus a session weakness open to brute forcing (CVE 2017 6032). This is the concrete, citable evidence behind the plain statement that Modbus has no authentication, worth having on hand when a customer pushes back on that claim. Licence read at the publisher 2026-07-16: the document is SILENT about its own terms. The yes rests on 17 USC 105, a work of the US government , not on anything the document says."
pymodbus-project-open-source-3-14-0,PyModbus documentation,pymodbus project (open source),n/a,3.14.0,,protocols,https://pymodbus.readthedocs.io/en/stable/,,BSD (project license); documentation itself unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"The stable documentation for the most widely used Python Modbus client, server, and simulator stack, useful for anyone scripting a quick Modbus poll or building a small test harness against a device instead of buying a commercial Modbus tool."
libmodbus-project-open-source-stephane-raimbault-et-al-libmodbus-api-reference,libmodbus API Reference,"libmodbus project (open source, Stephane Raimbault et al.)",n/a,n/a,,protocols,https://libmodbus.org/reference/,,LGPL (project license); documentation itself unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"The full function level reference for libmodbus, the C library most small Linux based Modbus master and slave tools are built on. Good to have on hand when reading or debugging a device's Modbus poller built on this library rather than treating it as a black box."
modicon-schneider-electric-predecessor-pi-mbus-300-rev-j,Modicon Modbus Protocol Reference Guide,Modicon (Schneider Electric predecessor),PI-MBUS-300,Rev. J,,protocols,http://www.modbus.org/docs/PI_MBUS_300.pdf,https://web.archive.org/web/20250825041232/https://www.modbus.org/docs/PI_MBUS_300.pdf,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"The historical original: the Modicon reference guide the whole protocol came from, Rev. J, 1996, 121 pages. modbus.org has DELETED it, so the canonical link is dead and the row rides on its snapshot. This is the exact case archive_url exists for, and it is the founding document of the protocol, not an obscure one. Dated June 1996 on the document itself, which is why revision_date is empty: the document gives a month, not a day, and a guessed day is a fact nobody wrote."
freemodbus-project-open-source-christian-walter-1-6,FreeModbus API Documentation,"FreeMODBUS project (open source, Christian Walter)",n/a,1.6,,protocols,https://www.embedded-solutions.at/files/freemodbus-v1.6-apidoc/main.html,,BSD style (project license); documentation itself unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Doxygen generated reference for FreeMODBUS, the small footprint Modbus ASCII/RTU/TCP stack that shows up embedded inside a lot of low cost sensors, drives, and I/O modules. Useful when a device's own manual is thin on protocol detail but its firmware notes mention FreeMODBUS, since this fills in what the stack actually supports (function codes, ports, and configuration hooks). The doc site is a classic two frame layout; this URL points at the main content frame rather than the empty frameset shell."
texas-instruments-slla070d-d,RS-422 and RS-485 Standards Overview and System Configurations,Texas Instruments,SLLA070D,D,2010-05-01,protocols,https://www.ti.com/lit/an/slla070d/slla070d.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"This is the foundational overview a field tech should read first: it defines unit loads (how many receivers a driver can support), common mode voltage range, and the classic cable length versus data rate curve. The Modbus serial spec assumes you already know these numbers; this document is where TI actually derives them."
texas-instruments-slla272d-d,The RS-485 Design Guide,Texas Instruments,SLLA272D,D,2022-01-01,protocols,https://www.ti.com/lit/an/slla272d/slla272d.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Thomas Kugelstadt's compendium is the single best free RS-485 reference in existence: termination at both ends only, stub and derivation length limits before reflections matter, failsafe biasing math, and cable selection all in one document. Written by the TI engineer whose name appears on most of TI's other RS-485 app notes, so it is the throughline for the rest of this list."
texas-instruments-slla037a-a,Interface Circuits for TIA/EIA-232-F,Texas Instruments,SLLA037A,A,2002-09-01,protocols,https://www.ti.com/lit/an/slla037a/slla037a.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Covers the RS-232 side of the physical layer that the RS-485 vendor literature ignores: the TIA/EIA-232-F electrical specification, how to calculate maximum line length from cable capacitance, and the DB9 connector pinout. Useful for a tech who has to troubleshoot a legacy point to point serial link, not just a multidrop RS-485 network."
texas-instruments-originally-national-semiconductor-an-847-snla031,FAILSAFE Biasing of Differential Buses,"Texas Instruments (originally National Semiconductor, AN-847)",SNLA031,n/a,,protocols,https://www.ti.com/lit/an/snla031/snla031.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"The classic, widely cited failsafe biasing derivation, originally National Semiconductor Application Note 847 and now archived under TI's literature number. Explains exactly why an idle or open RS-485 bus needs external pull up and pull down resistors and how to size them so the differential input threshold is never left in the indeterminate zone, a topic the Modbus spec mentions only in passing."
texas-instruments-originally-national-semiconductor-an-1057-snla049b-b,AN-1057 Ten Ways to Bulletproof RS-485 Interfaces,"Texas Instruments (originally National Semiconductor, AN-1057)",SNLA049B,B,2013-04-01,protocols,https://www.ti.com/lit/an/snla049b/snla049b.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"A ten point field checklist covering termination, failsafe biasing, ground loops, common mode range, and ESD and surge protection in one short document. This is the one to hand a technician troubleshooting an intermittent RS-485 fault in the field, since it reads as a punch list rather than a derivation."
texas-instruments-slla416d-d,How to Isolate Signal and Power for an RS-485 System,Texas Instruments,SLLA416D,D,,protocols,https://www.ti.com/lit/ab/slla416d/slla416d.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Short article on why and how to galvanically isolate an RS-485 node, covering both signal isolation and isolated power delivery, and the distinction between basic, reinforced, and functional isolation. Answers the ground loop and high voltage separation question that neither the Modbus spec nor the plain design guides above cover."
maxlinear-291anr01-01,RS-485 Advanced Fail-Safe Feature Application Note,MaxLinear,291ANR01,01,2023-05-18,protocols,https://www.maxlinear.com/appnote/an_291.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Silicon vendor explanation of true failsafe receivers, the modern alternative to external bias resistors, including a device selection table and the internal circuit that pulls the receiver output high with no external biasing network. Useful for deciding whether a new transceiver design even needs the resistor math in the older TI and National Semiconductor notes."
maxlinear-300anr00-00,RS-485 Transceivers in Fieldbus Networks Application Note,MaxLinear,300ANR00,00,2024-09-30,protocols,https://www.maxlinear.com/appnote/rs-485%20transceivers%20in%20fieldbus%20networks%20application%20note_300anr00.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Recent (2024) transceiver selection guide aimed specifically at fieldbus deployments, covering data rate versus cable length trade offs and multidrop network sizing from the silicon vendor's perspective rather than the standard's. Complements the older TI overview with a current parts landscape."
exar-corporation-now-maxlinear-ani-22,Enhanced Receiver Failsafe Implementation In Dual Protocol SP339 and XR34350 Serial Transceivers,Exar Corporation (now MaxLinear),ANI-22,n/a,2017-01-01,protocols,https://www.maxlinear.com/appnote/ani-22.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Narrow but concrete example of failsafe biasing for a dual protocol RS-232/RS-485/RS-422 transceiver, explaining why the external pull up and pull down jumpers used in RS-485 mode must be removed in RS-232 mode. Good for anyone dealing with a converter chip that switches between standards rather than a dedicated RS-485 line driver."
renesas-electronics-intersil-legacy-line-an1986-1-00,External Fail-Safe Biasing of RS-485 Networks,Renesas Electronics (Intersil legacy line),AN1986,1.00,2017-08-03,protocols,https://www.renesas.com/www/doc/application-note/an1986.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"Renesas's own worked derivation of the external bias resistor values needed on a noisy RS-485 network even when the transceiver already has integrated failsafe, explicitly framed as answering the single most common customer question the vendor receives. A third independent silicon vendor's math to cross check against TI and MaxLinear."
advantech-b-b-smartworx-2-0,RS-422 & RS-485 Applications eBook: A Practical Guide To Using RS-422 and RS-485 Serial Interfaces,Advantech (B+B SmartWorx),n/a,2.0,2018-10-01,protocols,https://advdownload.advantech.com/productfile/Downloadfile3/1+3FD+0/RS422-RS485%20ApplicationNote_4218wp%20ebook.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"A 100 page practical guide from a serial converter manufacturer (formerly B&B Electronics) that a Modbus or generic industrial spec never provides: two wire versus four wire wiring diagrams, ground loop avoidance, shield grounding at one point only, and converter specific troubleshooting. Written for installers, not chip designers, so it reads very differently from the transceiver vendor app notes above."
abb-technical-note-121-lvd-eotkn121u-en-a,RS-485 Design and install best practices: Guidelines for successful communication,ABB,Technical Note 121 (LVD-EOTKN121U-EN),A,2023-01-09,protocols,https://library.e.abb.com/public/19382ad529ef49f0803e1ec89fbbf6b3/LVD-EOTKN121U-EN_RS-485designandinstallbestpractices_REVA.pdf,,unknown,no,UNVERIFIED,,,LOCATED ONLY,2026-07-15,"A drive manufacturer's field install guide rather than a chip vendor's design guide, aimed at the embedded fieldbus ports on Variable Frequency Drives. Useful for the install context that most RS-485 physical layer documents skip: what actually goes wrong when a VFD's serial port is wired into a plant network, grounding practices around VFD chassis, and cable routing near motor drive noise sources."
semi-e4-0923,Specification for SEMI Equipment Communications Standard 1 Message Transfer (SECS-I),SEMI,SEMI E4,SEMI E4-0923,,protocols,https://store-us.semi.org/products/e00400-semi-e4-specification-for-semi-equipment-communications-standard-1-message-transfer-secs-i,https://web.archive.org/web/20260716161816/https://store-us.semi.org/products/e00400-semi-e4-specification-for-semi-equipment-communications-standard-1-message-transfer-secs-i,"proprietary, purchase required",no,UNVERIFIED,,,"GATED, UNREAD",2026-07-16,"The serial layer under SECS: point to point RS-232 between one host and one tool. This is the half that HSMS (E37) replaces, so read the two as a pair or neither makes sense. Sold as a single PDF download, 193 USD non member, 148 USD member. Current revision September 2023. The page publishes a free scope paragraph and nothing else of the text; the store's own title tag is truncated mid word, so the title here is transcribed from og:title, which is complete. GATED, UNREAD is the ceiling for this row: the document is paid and nobody here has opened it."
semi-e5-0725,Specification for SEMI Equipment Communications Standard 2 Message Content (SECS-II),SEMI,SEMI E5,SEMI E5-0725,,protocols,https://store-us.semi.org/products/e00500-semi-e5-specification-for-semi-equipment-communications-standard-2-message-content-secs-ii,https://web.archive.org/web/20260716161934/https://store-us.semi.org/products/e00500-semi-e5-specification-for-semi-equipment-communications-standard-2-message-content-secs-ii,"proprietary, purchase required",no,UNVERIFIED,,,"GATED, UNREAD",2026-07-16,"The message content: streams, functions, and the data item types. E5 is the part that SURVIVES a move from SECS-I to HSMS unchanged, which is exactly why the migration looks deceptively small before you start. Sold as a single PDF download, 380 USD non member; a Current plus Redline bundle is listed at 466 USD. Member price NOT recorded here: two independent reads of the page returned a member price higher than the non member price, which contradicts every other standard on this store and is almost certainly a parsing artifact rather than a fact. Current revision July 2025."
semi-e30-0526,Specification for the Generic Model for Communications and Control of Manufacturing Equipment (GEM),SEMI,SEMI E30,SEMI E30-0526,,protocols,https://store-us.semi.org/products/e03000-semi-e30-specification-for-the-generic-model-for-communications-and-control-of-manufacturing-equipment-gem,https://web.archive.org/web/20260716162040/https://store-us.semi.org/products/e03000-semi-e30-specification-for-the-generic-model-for-communications-and-control-of-manufacturing-equipment-gem,"proprietary, purchase required",no,UNVERIFIED,,,"GATED, UNREAD",2026-07-16,"The behaviour model on top of E5: state machines, collection events, alarms, remote commands. GEM is what a host actually integrates against, and it is the layer where two tools that both claim GEM still refuse to cooperate. Sold as a single PDF download, 380 USD non member, 286 USD member. Current revision May 2026, which is NEWER than any Wayback snapshot of this page: see the archive_url note in BACKLOG.md before trusting the snapshot to corroborate this revision."
semi-e37-0222,Specification for High-Speed SECS Message Services (HSMS) Generic Services,SEMI,SEMI E37,SEMI E37-0222,,protocols,https://store-us.semi.org/products/e03700-semi-e37-high-speed-secs-message-services-hsms-generic-services,https://web.archive.org/web/20260716162118/https://store-us.semi.org/products/e03700-semi-e37-high-speed-secs-message-services-hsms-generic-services,"proprietary, purchase required",no,UNVERIFIED,,,"GATED, UNREAD",2026-07-16,"HSMS: SECS messages over TCP/IP, the replacement for SECS-I serial. The store's own free scope paragraph states it plainly, that HSMS is intended as an alternative to SEMI E4 (SECS-I) where higher speed communication is needed. Sold as a single PDF download, 380 USD non member. Current revision February 2022, and the page lists ten superseded revisions back to SEMI E37-95. This is the document at the centre of notes/secs-i-to-hsms (unwritten): the spec describes a correct migration and says nothing about how real ones fail, which is the entire reason that note has to exist and cannot be assembled out of documents."
